Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Bacteria Count (CFU/mL),Fecal Coliform,Total Coliform,Temperature,Diarrheal Cases Likelihood (%),Cholera Cases Likelihood (%),Typhoid Cases Likelihood (%)
Pond,29.13,7.65,6.389878069747873,6.15,0.68,650.0,6.5,101.0,29.0,12.314895401979587,14.330038393362376,21.48254360366659
Tap,28.9,8.0,5.469141902987999,5.85,1.62,1850.0,18.5,43.5,31.5,14.622381652515104,5.039743644906843,18.659654302610225
Spring,25.130000000000003,8.05,4.366977635891313,6.15,0.23,1300.0,13.0,42.0,32.5,11.945724145865473,16.271162137527977,15.860267544432077
Well,24.64,8.15,4.798060388470492,6.2,0.91,1850.0,18.5,34.5,32.95,11.472654229821725,12.256409107424794,12.251090902233152
Spring,22.4,7.9,3.643862355647479,6.1,0.425,1600.0,16.0,32.0,26.5,9.576322034263294,9.410553095991103,6.013780285107683
River,27.090000000000003,7.85,4.407751886283842,6.25,1.015,2800.0,28.0,150.5,26.0,11.078011283310856,12.05266631720959,13.86874459347568
Pond,30.36,8.15,4.34541393826568,6.2,0.725,1500.0,15.0,31.0,30.0,10.042274850838158,11.419146123303388,20.27518682928696
Pond,19.5,8.15,2.6110668858168564,5.9,0.54,1850.0,18.5,43.0,20.0,14.706257749993735,4.12864434957818,6.036823532527412
Lake,23.01,8.1,4.760625689168261,6.7,1.74,9400.0,94.0,965.0,23.0,17.13985189343622,21.915510858185527,12.786977344478837
Spring,13.31,7.65,4.377878062786761,7.0,0.47,2900.0,29.0,285.0,18.5,0.0,11.772896188773007,14.752644299155069
Spring,13.36,7.65,3.302696348890248,7.2,0.43,3200.0,32.0,280.0,19.0,13.221855957525047,13.488900613010095,9.084420131066432
Tap,15.35,7.75,4.2815641779193205,7.15,0.49,2850.0,28.5,325.0,18.0,11.515294592606502,15.602301823022149,10.055437078988442
Tap,13.63,7.4,3.5301344708629125,7.2,0.47,2700.0,27.0,245.0,19.5,10.643386034999908,7.258569452541871,11.861917822672432
Tap,13.42,7.55,4.473488942176866,7.15,0.49,3700.0,37.0,295.0,19.5,9.657567784570489,13.87372441964739,7.388501220537343
Tap,25.91,7.9,6.348277388255787,6.45,1.73,13100.0,131.0,1300.0,25.0,20.329986693368443,15.74585151516596,14.422717934339616
Well,23.94,8.1,6.140922269734317,6.5,1.95,15100.0,151.0,1320.0,24.5,20.688996665210183,21.387009473177145,24.021463777047774
Spring,32.74,8.05,7.007219813481514,6.05,3.0,23500.0,235.0,1850.0,25.0,18.862077998152884,13.287029062047504,18.09034152192982
River,37.88,8.1,9.50852513293463,5.85,2.55,25500.0,255.0,2150.0,24.5,23.191056125188048,21.77868274386197,16.6015706091267
Well,28.8,7.7,5.069815397811719,6.1,0.675,1450.0,14.5,32.0,29.5,7.097724572518474,8.959527636330217,10.75157752176036
Tap,31.36,7.95,4.791141994637712,6.45,0.535,1150.0,11.5,27.5,30.5,5.291676492081705,12.991002949867683,17.43971100643139
Well,26.7,8.05,4.782740187532676,6.0,2.12,1550.0,15.5,25.5,32.85,10.621004626351729,15.641697202458518,15.188697960669872
Pond,19.82,7.45,4.366355774949814,6.1,0.53,7350.0,73.5,167.0,24.5,15.554641929395624,10.20169455080952,13.29873963809467
Pond,18.79,7.7,4.95467372009279,6.25,0.785,3800.0,38.0,107.0,25.0,15.084630516162836,9.40378515263533,15.12482737164008
Lake,23.23,7.9,6.024449061809625,5.85,0.895,1400.0,14.0,30.0,30.0,12.850449525534808,11.319162319836009,5.3265063695420745
Well,20.75,7.7,4.44358071978017,6.35,1.635,3850.0,38.5,92.0,30.5,15.582975097749532,9.926508952337084,18.744741837884625
Spring,28.91,8.15,4.777248739299614,5.95,1.475,1450.0,14.5,34.0,33.0,13.788276105297076,16.20562012155821,17.16525758304157
Spring,27.68,8.3,5.351692238558851,6.2,0.605,1650.0,16.5,35.0,32.5,8.26497598794541,9.895277633135423,11.842202500631103
Lake,28.1,7.85,7.039786072865356,6.05,0.535,29000.0,290.0,2210.0,25.5,21.308965432837446,8.111078476248693,28.03499887172527
Spring,20.8,7.8,4.988569986423366,7.05,0.465,9500.0,95.0,820.0,24.5,15.956058944488497,12.204730580003249,10.51162687139877
Well,41.05,8.2,8.539906591452072,5.9,3.0,26500.0,265.0,2900.0,24.0,25.502851067325597,18.854280067226878,31.613272099260435
Pond,43.620000000000005,8.2,9.234107695569746,5.5,2.9,27500.0,275.0,2500.0,26.5,27.2890189015834,16.56019053630369,26.804675885936486
Tap,18.39,7.55,3.5777747444828614,6.35,0.57,950.0,9.5,25.0,27.0,12.889302031780328,5.946083993114481,11.89741107550996
Spring,31.52,8.0,7.040674026757901,6.0,1.76,16500.0,165.0,1400.0,24.5,18.708031902913604,18.499199807796536,20.508681681518137
River,29.12,7.9,6.997929616623966,6.2,1.2,20650.0,206.5,1400.0,26.0,21.86782393160723,24.11153433334831,20.57421740087106
Pond,11.14,6.9,2.366101217447936,6.9,0.3,6900.0,69.0,86.0,28.0,11.754681868408795,13.94980361221672,21.4186270363042
Pond,21.17,8.1,4.982657556306609,6.8,1.31,9250.0,92.5,950.0,24.0,11.010237907872778,12.421131010499334,11.970615001397942
Pond,38.14,8.1,9.49210736626826,5.8,2.25,27000.0,270.0,1950.0,24.5,21.143047123741987,24.142832036772894,20.93167481411224
Spring,24.34,8.05,6.400250246407039,6.5,1.6,20650.0,206.5,1700.0,24.5,15.813808567355284,17.2118995343418,27.034179862098355
Spring,42.22,8.2,10.125822979630604,5.45,2.68,23500.0,235.0,1950.0,25.0,18.76599859800035,18.84268159808695,21.299518703113076
Pond,45.5,8.05,11.742161199238293,5.4,2.55,26500.0,265.0,2800.0,26.5,21.536700707294163,17.718801199858973,29.78869496635599
Lake,25.6,7.5,4.893005577887245,6.05,0.515,950.0,9.5,30.0,27.5,7.328761000011758,3.736673674035481,22.2929854289309
Lake,49.59,7.5,8.725268145173784,6.0,0.865,2050.0,20.5,37.5,27.0,10.10402274092061,10.40645648393264,12.484696994696437
Spring,29.57,8.1,5.087409746083302,6.7,1.375,1000.0,10.0,21.5,28.0,4.6496705253679735,13.048996061880011,18.39787370744112
River,30.4,8.15,4.438638989218851,6.6,0.735,1000.0,10.0,116.0,27.5,11.3865006113477,11.02401642065901,8.008329483701576
Well,16.8,7.85,4.441204873092025,7.7,0.38,20100.0,201.0,450.0,26.5,16.449358379217635,15.354588618471857,23.530280869788044
Tap,14.49,6.85,3.833226104106528,6.8,0.3,3550.0,35.5,98.0,24.0,7.743351465205653,7.600712418844502,15.087160848047024
Well,11.0,7.0,3.4962256320040748,6.85,0.3,4050.0,40.5,72.0,28.0,13.31276325691619,14.256864569317006,16.645066408800897
Tap,13.89,6.9,3.644584321953909,7.1,0.3,3900.0,39.0,75.5,26.5,14.292288159508276,6.158146364308948,10.862138696644278
Lake,11.52,6.85,4.352650069955447,7.45,0.3,6700.0,67.0,111.0,27.0,5.898159900821954,15.829346383032208,6.567805343643579
Well,17.47,7.6,3.306130007874342,7.8,0.62,121500.0,1215.0,2800.0,26.0,48.16148510569078,46.39002108765282,56.066281581534014
Well,19.08,7.7,4.109501522499091,7.6,0.59,126500.0,1265.0,3100.0,25.5,49.78295786178349,49.03172317922522,44.5017810911772
Tap,18.94,8.15,3.1884297367876178,7.15,0.995,200.0,2.0,50.0,21.0,7.250487209377707,5.378531206039342,12.392412324736084
Well,5120.842,7.3,1596.72226144042,16.25,2.2,315.0,3.15,20.5,22.0,36.91887703160949,31.91243849714161,41.57355080163252
River,2441.184,7.4,761.4313064363467,16.05,1.7,225.0,2.25,19.0,23.0,21.19260833185804,26.474419789699528,25.990616155561906
Lake,4949.650000000001,6.75,1545.4695082655537,16.25,2.6,285.0,2.85,45.0,26.0,32.80888757777382,36.07350950924904,46.64732601846308
River,3814.034,6.65,1191.210252123995,14.85,9.3,490.00000000000006,4.9,116.5,23.0,32.11604648214243,43.52657294073869,47.47919757786115
Spring,3175.384,7.8,990.2146268531252,16.95,1.8,300.0,3.0,28.0,24.0,27.47346020315467,27.72184557059371,24.82438383464252
Lake,4415.532,7.35,1377.5838222134478,15.2,1.95,495.0,4.95,157.5,24.0,26.07005126807744,26.22471693428765,33.683111883551284
Pond,5941.014999999999,7.55,1853.4857077781933,13.35,2.25,750.0,7.5,51.5,18.0,37.74399832693975,36.16508783204498,40.07269270682801
Tap,577.253,6.85,179.7238884778595,14.15,1.65,15094.999999999998,150.95,660.0,21.0,20.07714542668872,16.367641359897608,14.096150296322657
Spring,849.397,7.7,265.3164659088778,14.0,1.6,15065.0,150.65,910.0,21.0,25.098842455901394,26.221225455421195,18.41983175506661
Well,561.595,7.8,175.22646151042565,19.65,1.65,15094.999999999998,150.95,820.0,18.0,14.197234602602574,14.561843423849275,19.27721242891807
Well,585.573,6.45,181.86712794250136,14.75,1.7,15055.000000000002,150.55,665.0,23.0,8.085811046675627,23.46807206764084,11.860193021215188
River,673.515,6.35,210.77375260066503,21.05,1.7,15105.000000000002,151.05,635.0,23.0,20.21963304950973,23.84188859112681,22.938384166921004
Tap,1350.445,8.8,422.1479388365478,20.05,3.2,18145.0,181.45,1015.0,21.0,32.31159164066761,33.743922207876444,27.45767292043445
Pond,1366.15,8.65,425.8186056547578,19.05,4.65,235.0,2.35,366.0,20.0,26.52330080877452,20.75232684846686,16.49285619477279
Well,1282.472,8.7,399.806149220032,20.15,4.75,220.00000000000003,2.2,366.0,22.0,22.5501661493095,25.25539652106465,26.96117830619187
River,1326.589,8.8,413.8929326953625,19.05,3.85,220.00000000000003,2.2,551.0,22.0,18.77343950321229,30.654448184497703,27.379778820743272
Lake,1162.496,8.25,362.6672283949935,19.65,2.6,18110.0,181.1,1205.0,21.0,26.94398361551649,21.826446314010436,28.210950077016594
Well,1164.808,8.25,363.5792721363365,19.05,3.4,31110.000000000004,311.1,1150.0,23.0,26.038671082189907,23.443349892554128,30.893530748946464
River,1224.44,8.1,382.8801022693832,19.55,3.55,205.0,2.05,930.0,23.0,21.43104706559579,12.370018943565098,25.86708015000973
Spring,1286.472,8.7,401.161526386253,18.8,3.6,220.00000000000003,2.2,366.0,23.0,21.875175612541828,23.54962559907725,26.653532533190887
Tap,552.856,6.3,171.97585137773078,19.6,1.65,15100.0,151.0,540.0,21.0,22.84695647819211,11.653549315698836,23.69845064659933
Spring,578.594,6.15,179.68534038599273,16.05,3.1,15055.000000000002,150.55,675.0,23.0,31.40933469047516,20.239419218017467,20.17173429726129
Spring,1131.635,6.25,352.50953498002906,19.15,1.9,15110.0,151.1,725.0,16.0,23.201362248526195,24.085970822218197,26.28751884625683
Spring,778.1619999999999,6.3,242.7334365135631,14.55,1.7,15050.0,150.5,490.0,17.0,18.09492986136873,21.28259661764812,29.239257811110026
Tap,601.033,7.35,188.3972789317589,14.25,1.6,15100.0,151.0,610.0,22.0,18.99413826743653,21.441008601530054,19.183031151415456
Tap,432.997,7.4,134.74119435048192,19.5,1.6,15044.999999999998,150.45,490.0,21.0,11.878132969783112,19.888806059684622,32.307574777135095
Lake,432.455,7.0,134.98689397581944,18.55,1.55,15069.999999999998,150.7,480.0,19.0,15.747663083393018,24.243629720934692,18.770261492043947
Tap,657.6949999999999,6.3,205.1167885519636,20.0,1.6,15055.000000000002,150.55,720.0,22.0,17.80516664999609,15.885639227969095,22.625994554290127
Spring,680.772,8.15,212.96919663672404,16.05,1.6,15090.0,150.9,675.0,23.0,17.494415368626846,17.144962340727155,19.115189921270296
Well,656.48,8.1,206.0134662129368,15.5,1.65,15060.0,150.6,485.0,22.0,19.94257406346732,16.71342459343785,23.682428094133577
Spring,697.793,6.0,217.35956561353984,14.0,1.75,15085.0,150.85,755.0,22.0,16.698517012154664,23.74263858283712,13.915367187427355
Well,625.273,6.95,194.75528027874088,14.0,1.5,15090.0,150.9,670.0,22.0,23.137451452883948,23.37000204830105,19.38314599627412
Lake,456.994,6.45,143.02208043853454,22.05,1.55,36560.0,365.6,1005.0,21.0,25.635481564302964,27.901513219556435,23.05592567924071
Pond,561.095,7.1,175.34094574481315,19.5,1.7,15130.000000000002,151.3,605.0,21.0,19.049872148277625,24.61011717072208,22.936978813585807
Spring,488.973,6.35,153.423353662868,19.45,1.55,15085.0,150.85,765.0,16.0,17.336039209638333,14.19606344916616,26.812674114459824
Spring,520.12,8.05,162.541964092663,20.65,1.45,15080.000000000002,150.8,490.0,18.0,19.07901504902166,26.077895698677427,24.99610100503933
Pond,553.193,6.85,172.32035395460647,14.25,1.75,15060.0,150.6,765.0,20.0,22.1281277316018,26.05048117056274,10.084942364145704
Well,512.973,6.2,160.29532741534615,13.55,1.8,15055.000000000002,150.55,765.0,19.0,15.833038172217575,22.66606912931839,32.65572329422402
Spring,456.088,7.15,142.80435179029146,18.5,1.75,15094.999999999998,150.95,545.0,18.0,16.299277396339438,26.753778653372716,23.393820682935296
Spring,1057.818,8.85,330.4102410905987,20.05,1.55,15090.0,150.9,725.0,22.0,19.79675039048604,14.494609254519656,20.04585485666062
Spring,464.595,7.35,145.12863701555364,19.6,1.75,15060.0,150.6,530.0,20.0,13.80016063143593,17.122550243415642,22.70670792553805
Spring,521.458,7.6,163.15833734479455,20.55,1.65,15055.000000000002,150.55,530.0,21.0,15.812932113903862,16.319458460290463,22.88484539419005
Pond,778.962,8.95,243.45964779522285,20.55,1.7,18080.0,180.8,1065.0,20.0,19.24019164458583,24.52217136974997,20.68318061406824
Spring,529.099,8.55,165.69107949551875,20.2,1.55,15085.0,150.85,480.0,22.0,21.91078771353648,14.89295340470662,22.886585034164675
Pond,519.4449999999999,7.1,162.32435494379482,20.0,1.7,18075.0,180.75,820.0,22.0,20.86458130509139,23.62067987549513,19.92515507549203
Spring,777.456,7.05,242.4164409598416,18.4,1.65,15085.0,150.85,765.0,21.0,20.60216884849224,26.177414535113087,20.958557117535623
Lake,456.955,7.4,142.57335684321666,20.35,1.7,15055.000000000002,150.55,665.0,21.0,21.743419868718764,22.119527207465783,18.267642391062715
Well,721.435,7.05,225.60325448325415,20.5,1.7,15085.0,150.85,825.0,20.0,19.23453450784509,21.47894573400043,15.528305002568828
Lake,496.296,7.25,154.3415321645064,18.55,1.6,15050.0,150.5,480.0,20.0,20.0613928282968,15.080759745981362,22.54565570266772
Lake,1467.698,7.3,457.8093366544365,18.0,1.75,15250.0,152.5,1170.0,20.0,22.60233763556594,19.89303537915477,29.06638047447107
Well,512.216,6.15,159.5533305938363,20.0,1.6,15085.0,150.85,670.0,22.0,19.681683248201843,24.52276640672393,24.517703558219427
Lake,489.374,7.15,152.6393724114674,20.3,1.6,15055.000000000002,150.55,540.0,22.0,16.467341789490582,22.452843445362387,25.981177930916623
River,970.736,7.05,303.38922593130366,20.4,1.65,15080.000000000002,150.8,665.0,20.0,11.756768612357956,21.06009992243164,25.49008668397135
Lake,633.395,6.15,197.59554953401,21.55,1.6,15100.0,151.0,765.0,23.0,18.727511362091576,18.03905466380073,19.640426703007023
Spring,609.174,6.2,190.0232182740781,20.0,1.65,15090.0,150.9,675.0,22.0,24.409296127233038,11.282585780283164,26.659423936794525
Pond,528.979,7.4,164.32007192951005,20.65,1.65,15069.999999999998,150.7,725.0,23.0,22.245299468999544,14.94646219302621,15.042845640816854
Pond,634.4720000000001,6.35,198.2481267830136,14.55,1.8,15055.000000000002,150.55,765.0,22.0,23.05893537216185,28.07930646534907,18.044875648195443
River,488.776,7.35,152.82274209057053,19.6,1.7,15065.0,150.65,545.0,21.0,23.29303673681234,13.983173948248703,16.97524589431961
Tap,1123.276,7.65,351.33162736165275,18.5,1.7,15090.0,150.9,1005.0,20.0,21.74181145933635,22.71308755157143,30.073407997545356
Spring,456.637,7.35,142.2211108825235,20.1,1.6,15050.0,150.5,730.0,21.0,19.188666037432,23.272811827981226,26.475821748620383
Well,440.874,7.2,137.60957516383198,20.5,1.65,15060.0,150.6,490.0,22.0,16.216430542005085,13.818767688991082,24.153031127481945
Tap,440.516,6.3,137.62469184185537,16.9,2.1,2300.0,23.0,889.0,27.0,13.719702809404438,16.34895070880357,23.623523829841798
River,384.365,7.5,120.78872663988172,16.55,1.05,1170.0,11.7,261.5,21.0,14.901861671220088,17.3333755313031,11.416206552403809
Well,488.66,6.7,152.45235223380652,16.5,2.65,11515.0,115.15,1995.0,26.0,23.445485532016875,19.6576841177322,23.980231092515822
Well,712.562,7.0,222.6395107628852,18.25,1.1,11520.0,115.2,1365.0,28.0,17.061903286255014,30.196599665743573,20.118800401081124
Spring,949.239,7.7,296.55394825485826,20.2,1.6,11535.0,115.35,1015.0,26.0,17.687213711744945,12.91861375792357,26.83877960014588
Tap,837.1039999999999,7.05,261.4683045615782,16.65,2.05,14015.0,140.15,1330.0,28.0,20.40216151589565,25.365099211531927,22.940718099658103
Pond,729.074,6.25,227.27678319272476,17.6,1.05,875.0,8.75,1224.5,27.0,16.183003121969676,13.979253112544,15.262083924282422
Well,1419.263,6.8,443.22204499644914,16.6,1.4,39590.0,395.9,1200.0,28.0,25.14178647696122,33.90246894493121,36.14527219370055
Pond,660.711,6.55,206.78681587492989,17.2,1.15,8530.0,85.3,1370.0,26.0,8.00937402781184,18.92688351776773,24.1375973293653
River,13551.873,6.45,4233.736742350295,15.9,2.15,6520.0,65.2,725.0,26.0,69.04990634717839,67.03003975125242,69.76213913260067
Spring,400.551,6.1,125.06648483707345,17.6,1.05,12025.0,120.25,1795.0,27.0,11.888336526986604,17.97580870820439,19.262884335296352
Tap,484.735,6.55,150.89993959253042,16.15,1.1,16520.0,165.2,1300.0,26.0,16.441467863602195,11.123649221913936,16.04442817672396
Pond,12505.221,6.95,3906.8475233144623,16.85,3.15,17590.0,175.9,1345.0,28.0,71.43350678747005,73.50371943927661,61.2575023730383
Pond,884.366,7.45,275.4884065476081,20.45,1.1,27015.0,270.15,1810.0,25.0,21.842795953149565,25.19396211965953,27.604117598686877
Lake,796.666,7.3,248.47053907636425,17.15,1.45,6520.0,65.2,1505.0,28.0,22.10520378915721,20.09364408055286,23.109653354598866
Tap,1228.906,7.7,383.93860593753226,16.55,1.75,5545.0,55.45,2145.0,28.0,19.917273355887847,23.73142635294117,23.230099575060912
Well,260.549,6.7,82.03276201461718,16.6,1.1,1165.0,11.65,716.5,27.0,13.304638409281822,14.51824058994962,5.489169061383158
Pond,793.8499999999999,7.55,247.7171248694635,17.45,3.15,23130.0,231.3,1550.0,28.0,27.26903043764023,26.00482628895813,26.227299264446614
Lake,468.623,7.0,145.9724002366534,17.05,1.55,1095.0,10.95,722.5,27.0,9.563333756705456,10.782125251252689,5.614755209311277
Lake,468.513,7.45,147.1905785347203,18.55,1.15,300.0,3.0,853.5,26.0,16.666996964912105,10.633089010533595,23.17082773312556
Tap,216.41,6.2,66.77599304979188,16.9,4.05,39625.0,396.25,1750.0,27.0,29.2440806049024,34.75193621597744,26.896953737297324
Well,316.334,6.55,97.65059702168996,17.45,1.05,16585.0,165.85,1995.0,26.0,20.00302368237574,24.17477295217505,27.17849996730334
River,280.357,6.4,87.72000722502666,17.05,1.15,3985.0,39.85,1260.0,26.0,9.38064722601058,13.05776864990743,21.439603367975437
Pond,3011.605,7.3,939.7489728878236,18.45,1.05,115.0,1.15,3.0,20.0,17.544868281045094,23.88350006410985,21.69390184737439
Spring,1245.683,7.95,388.23938359143466,19.55,0.85,3620.000000000001,36.2,350.0,10.0,19.746322335290053,13.60283566446618,14.136575229747642
Tap,980.553,6.8,306.6041782236497,11.4,0.95,155.0,1.55,73.5,8.0,16.013379984128356,20.246484975339,19.678665759724765
Pond,2514.183,7.65,784.1219003568856,15.05,1.7,1195.0,11.95,155.0,15.0,19.22658899124977,25.78933602168927,21.28902136906797
Lake,1285.432,7.5,400.9679606846316,15.85,1.25,5570.0,55.7,730.0,8.0,15.000203764450488,26.91315474504444,21.89102280119259
River,2567.48,8.15,800.6098478006645,15.9,1.05,300.0,3.0,14.5,9.0,25.57673867505248,18.27614841709687,22.08264862032633
Tap,5944.378,7.05,1855.43622866414,15.3,3.0,4770.0,47.7,425.0,23.0,35.69253357124268,38.42176293641008,33.65077156629527
Well,6521.085999999999,7.85,2036.7001005889792,19.2,3.05,29750.0,297.5,1380.0,29.0,56.974544744613056,51.54738355242908,42.02540946623655
Spring,3345.502,7.55,1043.5754120681104,16.05,6.4,10665.0,106.65,1072.5,23.0,33.14852356661696,39.213949931115536,40.42745477170982
Lake,1834.369,7.6,573.2983184980238,15.75,2.8,18400.0,184.0,920.0,20.0,29.53699075614757,26.625363095950693,27.310269562742636
River,5606.701,7.25,1749.214957616837,16.2,3.6,7134.999999999999,71.35,435.0,23.0,39.1610106517405,36.65310938284178,40.26158681272974
Well,3981.759,7.1,1241.3622374145375,15.8,3.0,7375.0,73.75,481.0,23.0,34.95258115369094,36.597519451940336,39.20012455887728
Well,4409.621999999999,7.2,1375.4040459650594,15.25,2.75,7430.0,74.3,385.0,23.0,32.16420670777859,37.30289426208163,43.042036642354674
Pond,4355.233,7.25,1358.7272069918222,15.65,6.1,7475.0,74.75,771.5,23.0,38.52711263575712,35.26674862288051,40.484638414459255
Spring,4262.483,7.45,1329.2466697246614,16.35,3.55,8585.0,85.85,541.0,23.0,35.319721241556806,40.93835410482388,36.25954867039384
Tap,4044.179,6.75,1261.1293819710718,15.05,15.1,17495.0,174.95,1170.0,23.0,51.42864338036313,59.505191319764286,60.11308695918562
Tap,1911.523,7.4,596.4260276982571,16.15,1.4,1585.0,15.85,98.0,23.0,22.406221510438662,20.806528051149296,15.869794474954688
River,1277.966,7.35,398.1242302879048,17.6,1.3,1420.0,14.2,68.0,22.0,14.954133817399232,17.808184348399962,21.18439231576744
Tap,5240.253,7.0,1635.7218823020366,15.8,7.2,10590.0,105.9,1075.0,23.0,44.7275151455574,47.67163495293586,51.03077355018284
Spring,332.692,7.35,103.70892441080372,17.85,1.05,415.00000000000006,4.15,37.5,23.0,8.525332698075395,9.34192895386649,18.959000993174445
Spring,152.436,7.3,48.05864791579406,16.0,0.65,115.0,1.15,2.0,24.0,1.307529037397292,11.649317516710797,4.0843473907787455
Pond,1288.391,7.4,402.67136267318887,19.1,1.05,115.0,1.15,36.0,24.0,15.357591911246663,7.711104489013406,15.367683802461418
Well,1060.944,7.85,331.4783766095769,16.85,1.5,5625.0,56.25,370.0,24.0,26.505407095047147,21.94262277550947,16.33702427482209
Pond,10337.356,6.95,3230.2848836401163,16.3,1.45,170.0,1.7,1021.5,27.0,57.31953015192208,47.430356672027166,57.41084497942951
Pond,2112.751,6.8,660.2238542800087,14.85,1.15,140.0,1.4,455.0,26.0,19.589016123296588,26.507802135637583,25.274459963360428
River,1173.492,6.15,366.57136137993376,14.75,1.1,120.0,1.2,750.0,27.0,14.693066422281776,14.949326298688012,26.56717512735049
Lake,9121.569,4.65,2850.664576265066,16.35,1.0,145.0,1.45,850.0,27.0,48.750708854963456,47.47717752353177,48.69736916529225
Lake,1426.2810000000002,8.15,445.2232605848507,17.95,1.95,5035.0,50.35,225.0,27.0,21.684598157358785,17.605884107100685,20.270467040485
Spring,328.615,7.3,102.85450187879424,19.1,0.65,115.0,1.15,901.0,27.0,7.107063583939335,11.030292492988677,20.649056989705656
Spring,1607.19,8.0,501.4551321528564,17.3,2.05,5015.0,50.15,1205.0,26.0,24.665720330977503,27.045525523693016,25.231017021985497
Pond,897.185,6.85,280.72005860772475,19.45,2.1,150.0,1.5,246.0,24.0,18.68398585337828,6.310020141836676,25.78720224250285
Pond,4021.879,7.15,1255.9118038489703,16.6,1.65,730.0,7.3,245.0,26.0,31.225145096995256,34.227187065471085,33.043344874739354
Spring,1663.569,7.25,520.2754702164555,18.35,2.25,5015.0,50.15,190.0,28.0,22.735865574743315,23.054819868390577,18.305271812930187
Spring,2014.836,10.4,628.7299210246779,14.45,1.3,200.0,2.0,2.0,19.0,19.57204711485482,15.008057538743,15.805978348355412
Lake,1138.5700000000002,7.6,354.40961244894095,18.5,0.85,150.0,1.5,20.5,19.0,17.598097613218236,11.319840292249456,10.402561142241575
Lake,1822.733,8.5,568.9390522074553,16.75,3.55,630.0,6.3,199.0,13.0,24.490306913235088,29.813614080803266,28.81311116089978
Well,3492.973,6.5,1088.909474171263,12.9,6.3,160.0,1.6,39.0,20.0,32.073486949225455,29.56263958807756,42.34785687531053
Tap,1278.68,7.3,399.4203217744944,18.25,0.9,120.0,1.2,14.0,23.0,13.68357019978882,11.62947092362576,28.50480334677809
Tap,2219.083,8.1,692.1736880103488,15.05,7.5,2160.0,21.6,875.0,16.0,30.96274377725147,35.58081935087068,37.847142323688274
Pond,1198.3000000000002,7.3,373.65190828339263,18.0,1.0,120.0,1.2,16.5,23.0,21.283330888849346,17.69649317961185,24.800943799952226
Spring,1182.5210000000002,7.7,367.9302296345272,18.3,1.0,120.0,1.2,13.5,22.0,10.99198726575939,12.287166892355843,15.7862982017082
Tap,2598.752,7.25,810.5238468403754,16.15,6.75,2355.0,23.55,975.0,15.0,25.698315646478665,32.20243113158205,28.062006888268897
Pond,1174.323,8.15,365.03806033668553,15.25,1.7,395.0,3.95,81.0,15.0,17.278107220775638,13.024503655326711,24.244279715291555
Pond,1210.365,8.9,376.7080485882572,17.8,1.85,400.0,4.0,42.0,14.0,17.245714124280866,22.29930674868579,22.401889079675907
River,1234.286,9.3,385.3802073280722,16.2,1.85,390.0,3.9,49.0,14.0,17.795118752681706,22.23161991235584,20.90760613032477
Tap,10182.023,8.6,3181.642900079325,16.1,1.75,385.0,3.85,42.0,16.0,55.22473408306069,56.08389292895212,58.77652284166779
River,1491.441,7.6,465.46272878089246,16.55,1.15,140.0,1.4,25.0,22.0,16.24736875281249,19.21186916669416,21.923259742305408
Spring,2999.35,7.45,935.7665119284354,17.25,1.35,165.0,1.65,27.0,22.0,29.13321429119063,31.478625158525897,33.328457666479174
River,1592.533,7.5,496.601144321929,19.95,1.3,155.0,1.55,22.5,20.0,11.852913466190708,18.334271383528964,27.556260785148982
River,281.372,7.2,87.74819873045472,13.85,1.25,2475.0,24.75,205.0,15.0,9.922248981291997,8.767210069242903,19.03387362321731
River,176.392,7.55,54.42081765540373,14.1,0.85,135.0,1.35,58.0,13.0,10.735826163802724,13.804635942736477,18.77325958961682
Tap,533.664,7.2,167.25169915088358,13.8,2.8,11575.0,115.75,1270.0,15.0,13.448610780397466,28.76584986864864,25.263060777598096
Spring,534.0440000000001,7.15,167.06368114528783,12.75,3.0,10570.0,105.7,1095.0,12.0,18.799835668371188,15.758944347145372,20.22807786396385
Lake,590.423,7.1,184.1395179130852,12.65,3.35,11100.0,111.0,1200.0,15.0,26.48908753814798,19.417720008026613,27.41336117338625
Well,582.4580000000001,7.65,181.6384429194973,13.4,1.4,10540.0,105.4,530.0,12.0,17.239363684836388,19.53532669326808,13.200054728962185
Well,5572.912,8.6,1738.8541914039738,18.35,6.15,2365.0,23.65,885.0,30.0,43.40482902871708,42.20936617360171,50.66101336683492
River,4956.425,6.5,1543.979132565788,17.25,0.65,1664.9999999999998,16.65,86.5,29.0,26.62659680885307,27.347129551749603,28.031009951578923
Well,2664.268,7.35,831.1264113087396,18.75,2.65,2015.0,20.15,905.0,28.0,22.644310866896195,29.999741523397123,29.414017996543677
Spring,17580.979,7.1,5491.159007876001,16.15,4.25,8780.0,87.8,315.0,18.0,90.50042623257374,100.0,89.24842742593636
Lake,1960.091,6.75,610.8741899950526,19.2,2.1,3045.0,30.45,130.0,20.0,20.29823311791232,22.78596984983566,27.415077368249925
Well,3800.379,6.7,1185.484449853557,17.0,3.45,4470.0,44.7,135.0,24.0,36.40324402764685,28.117954046825783,34.43716667300787
Tap,3987.679,6.3,1244.8988432634249,16.3,3.0,4840.0,48.4,195.0,24.0,33.96249091702563,25.625995769633263,26.633534454979745
